Atividade,CBO,DIT,LOC,Maturidade,Nome,Popularidade,Url,WMC
0,1.0,1.0,14.0,6.0,android_design_patterns_analysis,2566,https://github.com/simple-android-framework/android_design_patterns_analysis,4.0
0,8.0,2.0,70.0,4.0,LoadingView,2565,https://github.com/ldoublem/LoadingView,14.0
3,2.0,1.0,6.5,5.0,ViewAnimator,2564,https://github.com/florent37/ViewAnimator,1.0
0,4.0,1.0,22.0,6.0,nifi,2549,https://github.com/apache/nifi,4.0
0,1.0,1.0,9.0,8.0,spring-loaded,2548,https://github.com/spring-projects/spring-loaded,2.0
18,3.0,1.0,7.0,5.0,nice-spinner,2547,https://github.com/arcadefire/nice-spinner,2.0
14,3.0,1.0,12.5,5.0,MaterialShowcaseView,2546,https://github.com/deano2390/MaterialShowcaseView,4.0
31,3.0,1.0,19.0,7.0,jmonkeyengine,2546,https://github.com/jMonkeyEngine/jmonkeyengine,3.0
14,5.0,1.0,16.0,10.0,wildfly,2543,https://github.com/wildfly/wildfly,3.0
29,2.0,1.0,15.0,7.0,joda-time-android,2542,https://github.com/dlew/joda-time-android,4.0
0,6.0,1.0,8.0,5.0,spring-cloud-rest-tcc,2542,https://github.com/prontera/spring-cloud-rest-tcc,2.0
0,2.0,1.0,18.0,3.0,LifeHelper,2538,https://github.com/yangchong211/LifeHelper,4.0
0,4.0,1.0,12.0,5.0,MovieGuide,2535,https://github.com/esoxjem/MovieGuide,3.0
15,3.0,1.0,24.0,7.0,disunity,2535,https://github.com/ata4/disunity,5.0
1,4.0,1.0,14.0,11.0,Twitter4J,2534,https://github.com/Twitter4J/Twitter4J,3.0
0,3.0,1.0,13.0,4.0,AndroidFire,2533,https://github.com/jaydenxiao2016/AndroidFire,3.0
85,4.0,1.0,31.0,6.0,android-beacon-library,2530,https://github.com/AltBeacon/android-beacon-library,6.0
0,3.0,1.0,18.0,10.0,Android-Terminal-Emulator,2528,https://github.com/jackpal/Android-Terminal-Emulator,4.0
16,3.5,1.0,22.5,6.0,ViewPagerIndicator,2526,https://github.com/LuckyJayce/ViewPagerIndicator,4.0
0,3.0,1.0,13.5,5.0,overscroll-decor,2524,https://github.com/EverythingMe/overscroll-decor,3.0
2,3.0,1.0,35.0,6.0,device-year-class,2522,https://github.com/facebookarchive/device-year-class,4.0
